MsgID.LOCAL_POSITION,1523174257.4910076,15.1568260,0.0823124,-9.9765053
MsgID.LOCAL_VELOCITY,1523174257.4910076,-1.7195354,-0.0701606,-0.0087080
MsgID.STATE,1523174257.7331369,True,True
MsgID.GLOBAL_HOME,1523174257.7350209,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1523174257.7771986,-122.3957503,37.7934154,9.9780000
MsgID.LOCAL_VELOCITY,1523174257.7771986,-0.8500000,0.5700000,-0.0500000
MsgID.LOCAL_POSITION,1523174257.7782619,14.8764849,0.1388229,-9.9782104
MsgID.LOCAL_VELOCITY,1523174257.7782619,-0.8505024,0.5705059,-0.0596074
MsgID.GLOBAL_POSITION,1523174257.9891267,-122.3957477,37.7934118,9.9820000
MsgID.LOCAL_VELOCITY,1523174257.9891267,-0.7900000,1.7900000,-0.1100000
MsgID.LOCAL_POSITION,1523174257.9898283,14.4795227,0.3780380,-9.9826374
MsgID.LOCAL_VELOCITY,1523174257.9898283,-0.7991759,1.8025666,-0.1141764
MsgID.GLOBAL_POSITION,1523174258.2398264,-122.3957413,37.7934103,9.9800000
MsgID.LOCAL_VELOCITY,1523174258.2398264,-0.5900000,2.9900000,-0.0800000
MsgID.LOCAL_POSITION,1523174258.2402248,14.3117094,0.9403700,-9.9806137
MsgID.LOCAL_VELOCITY,1523174258.2402248,-0.5990044,2.9915140,-0.0872581
MsgID.GLOBAL_POSITION,1523174258.4887984,-122.3957323,37.7934099,9.9780000
MsgID.LOCAL_VELOCITY,1523174258.4887984,-0.3600000,4.0800000,-0.1100000
MsgID.LOCAL_POSITION,1523174258.4894900,14.2640638,1.7484986,-9.9789114
MsgID.LOCAL_VELOCITY,1523174258.4894900,-0.3656277,4.0890331,-0.1185250
MsgID.STATE,1523174258.7317991,True,True
MsgID.GLOBAL_HOME,1523174258.7338519,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1523174258.7771413,-122.3957164,37.7934089,9.9770000
MsgID.LOCAL_VELOCITY,1523174258.7771413,-0.1500000,5.1600000,-0.1300000
MsgID.LOCAL_POSITION,1523174258.7780116,14.1532688,3.1620896,-9.9771109
MsgID.LOCAL_VELOCITY,1523174258.7780116,-0.1569659,5.1638255,-0.1359435
MsgID.GLOBAL_POSITION,1523174258.9903655,-122.3957013,37.7934085,9.9830000
MsgID.LOCAL_VELOCITY,1523174258.9903655,0.0600000,6.1200000,-0.1600000
MsgID.LOCAL_POSITION,1523174258.9908943,14.1059332,4.5042586,-9.9835501
MsgID.LOCAL_VELOCITY,1523174258.9908943,0.0617480,6.1324468,-0.1611508
MsgID.GLOBAL_POSITION,1523174259.2391655,-122.3956832,37.7934080,9.9960000
MsgID.LOCAL_VELOCITY,1523174259.2391655,0.2900000,6.9900000,-0.0600000
MsgID.LOCAL_POSITION,1523174259.2416222,14.0534620,6.1118751,-9.9966917
MsgID.LOCAL_VELOCITY,1523174259.2416222,0.2992558,7.0004015,-0.0614682
MsgID.GLOBAL_POSITION,1523174259.4895957,-122.3956634,37.7934106,10.0000000
MsgID.LOCAL_VELOCITY,1523174259.4895957,0.5500000,7.7800000,0.0000000
MsgID.LOCAL_POSITION,1523174259.4902475,14.3466024,7.8714209,-10.0003138
MsgID.LOCAL_VELOCITY,1523174259.4902475,0.5589324,7.7829499,0.0066493
MsgID.STATE,1523174259.7324507,True,True
MsgID.GLOBAL_HOME,1523174259.7342951,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1523174259.7809451,-122.3956399,37.7934130,10.0020000
MsgID.LOCAL_VELOCITY,1523174259.7809451,0.7000000,8.4000000,0.0400000
MsgID.LOCAL_POSITION,1523174259.7816546,14.6137495,9.9631176,-10.0028820
MsgID.LOCAL_VELOCITY,1523174259.7816546,0.7089850,8.4026022,0.0461559
MsgID.GLOBAL_POSITION,1523174259.9896872,-122.3956171,37.7934145,10.0070000
MsgID.LOCAL_VELOCITY,1523174259.9896872,0.6700000,8.3900000,0.1200000
MsgID.LOCAL_POSITION,1523174259.9904778,14.7788134,11.9825335,-10.0079803
MsgID.LOCAL_VELOCITY,1523174259.9904778,0.6744685,8.3918133,0.1303399
MsgID.GLOBAL_POSITION,1523174260.2402308,-122.3955937,37.7934146,10.0010000
MsgID.LOCAL_VELOCITY,1523174260.2402308,0.5300000,6.9200000,0.1400000
MsgID.LOCAL_POSITION,1523174260.2406502,14.7857723,14.0635099,-10.0013409
MsgID.LOCAL_VELOCITY,1523174260.2406502,0.5368690,6.9229040,0.1401639
MsgID.GLOBAL_POSITION,1523174260.4900959,-122.3955756,37.7934156,10.0060000
MsgID.LOCAL_VELOCITY,1523174260.4900959,0.4400000,5.2000000,0.0800000
MsgID.LOCAL_POSITION,1523174260.4906309,14.9023037,15.6757307,-10.0061703
MsgID.LOCAL_VELOCITY,1523174260.4906309,0.4470043,5.2055554,0.0876007
MsgID.STATE,1523174260.7334263,True,True
MsgID.GLOBAL_HOME,1523174260.7353146,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1523174260.7769766,-122.3955645,37.7934165,9.9970000
MsgID.LOCAL_VELOCITY,1523174260.7769766,0.3500000,3.5900000,0.1100000
MsgID.LOCAL_POSITION,1523174260.7775698,14.9944782,16.6578503,-9.9977751
MsgID.LOCAL_VELOCITY,1523174260.7775698,0.3513514,3.5847385,0.1195680
MsgID.GLOBAL_POSITION,1523174260.9904492,-122.3955570,37.7934174,9.9850000
MsgID.LOCAL_VELOCITY,1523174260.9904492,0.2700000,2.0400000,0.0100000
MsgID.LOCAL_POSITION,1523174260.9911671,15.1049891,17.3272133,-9.9858904
MsgID.LOCAL_VELOCITY,1523174260.9911671,0.2713937,2.0426018,0.0109305
MsgID.GLOBAL_POSITION,1523174261.2417004,-122.3955529,37.7934167,9.9880000
MsgID.LOCAL_VELOCITY,1523174261.2417004,0.1700000,0.5500000,-0.0400000
MsgID.LOCAL_POSITION,1523174261.2421067,15.0196304,17.6923008,-9.9889708
MsgID.LOCAL_VELOCITY,1523174261.2421067,0.1720875,0.5587991,-0.0465001
MsgID.GLOBAL_POSITION,1523174261.4909070,-122.3955519,37.7934176,9.9850000
MsgID.LOCAL_VELOCITY,1523174261.4909070,0.1100000,-0.7800000,-0.0300000
MsgID.LOCAL_POSITION,1523174261.4914048,15.1275730,17.7768860,-9.9852409
MsgID.LOCAL_VELOCITY,1523174261.4914048,0.1146286,-0.7956875,-0.0406118
MsgID.STATE,1523174261.7326336,True,True
MsgID.GLOBAL_HOME,1523174261.7367547,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1523174261.7771668,-122.3955571,37.7934193,9.9880000
MsgID.LOCAL_VELOCITY,1523174261.7771668,0.0200000,-1.9800000,-0.0300000
MsgID.LOCAL_POSITION,1523174261.7780449,15.3117809,17.3122387,-9.9886274
MsgID.LOCAL_VELOCITY,1523174261.7780449,0.0279495,-1.9910187,-0.0335217
MsgID.GLOBAL_POSITION,1523174261.9906938,-122.3955641,37.7934172,9.9840000
MsgID.LOCAL_VELOCITY,1523174261.9906938,-0.2200000,-2.9900000,-0.0600000
MsgID.LOCAL_POSITION,1523174261.9918325,15.0775537,16.6893921,-9.9840260
MsgID.LOCAL_VELOCITY,1523174261.9918325,-0.2292794,-2.9929049,-0.0695097
MsgID.GLOBAL_POSITION,1523174262.2404871,-122.3955728,37.7934173,9.9970000
MsgID.LOCAL_VELOCITY,1523174262.2404871,-0.2400000,-3.0300000,-0.0500000
MsgID.LOCAL_POSITION,1523174262.2408710,15.0937872,15.9184542,-9.9975786
MsgID.LOCAL_VELOCITY,1523174262.2408710,-0.2483057,-3.0304210,-0.0508075
MsgID.GLOBAL_POSITION,1523174262.4920688,-122.3955795,37.7934182,9.9940000
MsgID.LOCAL_VELOCITY,1523174262.4920688,-0.1600000,-2.3200000,-0.0100000
MsgID.LOCAL_POSITION,1523174262.4928517,15.1918669,15.3201008,-9.9949284
MsgID.LOCAL_VELOCITY,1523174262.4928517,-0.1669236,-2.3223953,-0.0185454
MsgID.STATE,1523174262.7338343,True,True
MsgID.GLOBAL_HOME,1523174262.7357984,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1523174262.7769382,-122.3955844,37.7934159,9.9800000
MsgID.LOCAL_VELOCITY,1523174262.7769382,-0.6800000,-1.5700000,0.0000000
MsgID.LOCAL_POSITION,1523174262.7775121,14.9270678,14.8857841,-9.9802523
MsgID.LOCAL_VELOCITY,1523174262.7775121,-0.6861027,-1.5721136,-0.0034428
MsgID.GLOBAL_POSITION,1523174262.9915009,-122.3955898,37.7934127,9.9830000
MsgID.LOCAL_VELOCITY,1523174262.9915009,-2.0800000,-1.2200000,-0.1100000
MsgID.LOCAL_POSITION,1523174262.9922595,14.5759659,14.4121132,-9.9835968
MsgID.LOCAL_VELOCITY,1523174262.9922595,-2.0865822,-1.2292610,-0.1150281
MsgID.GLOBAL_POSITION,1523174263.2416191,-122.3955933,37.7934072,9.9910000
MsgID.LOCAL_VELOCITY,1523174263.2416191,-3.2500000,-0.8800000,-0.0500000
MsgID.LOCAL_POSITION,1523174263.2423532,13.9693718,14.0984344,-9.9910583
MsgID.LOCAL_VELOCITY,1523174263.2423532,-3.2539883,-0.8827633,-0.0550060
MsgID.GLOBAL_POSITION,1523174263.4916070,-122.3955952,37.7933988,9.9850000
MsgID.LOCAL_VELOCITY,1523174263.4916070,-4.2800000,-0.5300000,-0.0600000
MsgID.LOCAL_POSITION,1523174263.4923038,13.0345831,13.9275990,-9.9850721
MsgID.LOCAL_VELOCITY,1523174263.4923038,-4.2812314,-0.5356873,-0.0669968
MsgID.STATE,1523174263.7334323,True,True
MsgID.GLOBAL_HOME,1523174263.7353244,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1523174263.7769833,-122.3955959,37.7933890,9.9790000
MsgID.LOCAL_VELOCITY,1523174263.7769833,-5.3200000,-0.1700000,-0.1100000
MsgID.LOCAL_POSITION,1523174263.7775350,11.9387350,13.8706121,-9.9792624
MsgID.LOCAL_VELOCITY,1523174263.7775350,-5.3277693,-0.1735809,-0.1186998
MsgID.GLOBAL_POSITION,1523174263.9932637,-122.3955975,37.7933757,9.9920000
MsgID.LOCAL_VELOCITY,1523174263.9932637,-6.2300000,0.1500000,-0.1000000
MsgID.LOCAL_POSITION,1523174263.9939599,10.4607267,13.7282238,-9.9926891
MsgID.LOCAL_VELOCITY,1523174263.9939599,-6.2382007,0.1507781,-0.0999089
MsgID.GLOBAL_POSITION,1523174264.2418718,-122.3955964,37.7933596,9.9880000
MsgID.LOCAL_VELOCITY,1523174264.2418718,-7.0800000,0.5000000,-0.0300000
MsgID.LOCAL_POSITION,1523174264.2425294,8.6750994,13.8268404,-9.9886284
MsgID.LOCAL_VELOCITY,1523174264.2425294,-7.0881839,0.5065303,-0.0307237
MsgID.GLOBAL_POSITION,1523174264.4926445,-122.3955931,37.7933430,9.9950000
MsgID.LOCAL_VELOCITY,1523174264.4926445,-7.8800000,0.8300000,-0.0400000
MsgID.LOCAL_POSITION,1523174264.4933453,6.8293943,14.1155910,-9.9956331
MsgID.LOCAL_VELOCITY,1523174264.4933453,-7.8888712,0.8398447,-0.0413763
MsgID.STATE,1523174264.7340369,True,True
MsgID.GLOBAL_HOME,1523174264.7359514,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1523174264.7770293,-122.3955913,37.7933236,10.0050000
MsgID.LOCAL_VELOCITY,1523174264.7770293,-8.4300000,1.0300000,0.0700000
MsgID.LOCAL_POSITION,1523174264.7775791,4.6746325,14.2781792,-10.0056496
MsgID.LOCAL_VELOCITY,1523174264.7775791,-8.4304495,1.0321478,0.0799917
MsgID.GLOBAL_POSITION,1523174264.9935951,-122.3955878,37.7933038,9.9970000
